OrigProj,Amount,projecttitle,Forum,Sponsor,AwardYear,Color,subforum,Improvement Type,ProjNo
SEA-168 ,900000,First Hill Streetcar - Broadway Extension ,FHWA RPEC,Seattle,2012,CMAQ,RPEC,Transit Capital & Expansion,SEA-168
SEA-168 ,1500000,First Hill Streetcar - Broadway Extension ,FTA Competitive,Seattle,2014,5307(Urban),Seattle-Tacoma-Everett UZA,Transit Capital & Expansion,SEA-168
SEA-168 ,8500000,First Hill Streetcar - Broadway Extension ,FHWA RPEC,Seattle,2014,CMAQ,RPEC,Transit Capital & Expansion,SEA-168
SEA-169,5000000,23rd Ave - S Jackson Street to East John St,FHWA Countywide,Seattle,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-169
SEA-170,1706586,Westlake Cycle Track,FHWA Countywide,Seattle,2012,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-170
SEA-171,1129357,Holman Road Northwest: NW 87th - Greenwood Ave North Preservation,FHWA Countywide,Seattle,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-171
SEA-172,1000000,NE 125th St/Roosevelt Wy/NE 130th St/Sand Pt Wy NE Preservation,FHWA Countywide,Seattle,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-172
SEA-176,467606,Northgate Bike and Pedestrian Improvements,FHWA RPEC,Seattle,2012,CMAQ,RPEC,Bicycle/Pedestrian,SEA-176
SEA-187,800000,7th Avenue Protected Bike Lane ,FHWA Countywide,Seattle,2014,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-187
SEA-190,5000000,"Center City Protected Bike Lanes, Phase 1 ",FHWA Countywide,Seattle,2014,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-190
SEA-191,397900,Low-Income Access to Bike Share Network ,FHWA Countywide,Seattle,2014,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-191
SEA-192,1500000,Renton Avenue Preservation ,FHWA Countywide,Seattle,2014,STP(UL),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-192
SEA-193,1500000,Roosevelt Way Preservation ,FHWA Countywide,Seattle,2014,STP(UL),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-193
SEA-194,1383000,South Michigan Street ITS ,FHWA Countywide,Seattle,2014,CMAQ,King Countywide Forum,Safety & Efficiency,SEA-194
SEA-195,2627528,Center City Gateway ITS ,FHWA RPEC,Seattle,2014,STP(UL),RPEC,Safety & Efficiency,SEA-195
SEA-196,200000,Route 48 South Electrification ,FHWA RPEC,Seattle,2014,CMAQ,RPEC,Transit Capital & Expansion,SEA-196
SEA-25,240000,"Ship Canal Trail, Phase II",FHWA Countywide,Seattle,1993,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-25
SEA-25,680000,"Ship Canal Trail, Phase II",FHWA Countywide,Seattle,2002,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-25
SEA-25,1000000,"Ship Canal Trail, Phase II",FHWA RPEC,Seattle,1997,CMAQ,RPEC,Bicycle/Pedestrian,SEA-25
SEA-26,1000000,Burke-Gilman Trail Extension,FHWA Countywide,Seattle,2009,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-26
SEA-26,2560000,Burke-Gilman Trail Extension,FHWA Countywide,Seattle,1993,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-26
SEA-26C,680000,Burke Gilman Trail Extension (BGT): NW 60th St. to Golden Gardens,FHWA Countywide,Seattle,2004,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-26C
SEA-3,750000,CBD Lighting Reconstruction,FHWA Countywide,Seattle,1993,STP(U),King Countywide Forum,Safety & Efficiency,SEA-3
SEA-42,3590000,Pedestrian Accessibility Program,FHWA Countywide,Seattle,1993,STP(U),King Countywide Forum,Bicycle/Pedestrian,SEA-42
SEA-48,683000,"South Spokane St, North and South Lower Roadways",FHWA Countywide,Seattle,1993,STP(U),King Countywide Forum,Safety & Efficiency,SEA-48
SEA-49,143000,NE 42nd St/NE Campus Pkwy IVHS Transit Improvement,FHWA Countywide,Seattle,1993,STP(U),King Countywide Forum,Safety & Efficiency,SEA-49
SEA-73,261000,Employee and Event Transportation Management Program,FHWA Countywide,Seattle,1993,CMAQ,King Countywide Forum,"Studies, TDM, Other",SEA-73
SEA-76A,1500000,Beacon Avenue Median Phase V,FHWA Countywide,Seattle,1997,CMAQ,King Countywide Forum,Safety & Efficiency,SEA-76A
SEA-78,453800,Arterial Asphalt and Concrete Programs --1994-96,FHWA Countywide,Seattle,1994,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-78
SEA-84,200000,Lake City Way Multimodal,FHWA Countywide,Seattle,1995,STP(U),King Countywide Forum,Bicycle/Pedestrian,SEA-84
SEA-85A,3341,Arterial Asphalt and Concrete Programs,FHWA Countywide,Beaux Arts Village,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-85A
SEA-85a,108965,Arterial Asphalt and Concrete Programs,FHWA Countywide,Seattle,2005,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-85A
SEA-85A,1086856,Arterial Asphalt and Concrete Programs,FHWA Countywide,Seattle,2002,STP(N),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-85A
SEA-85A,1718000,Arterial Asphalt and Concrete Programs,FHWA Countywide,Seattle,1992,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-85A
SEA-85A,2000000,Arterial Asphalt and Concrete Programs,FHWA Countywide,Seattle,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-85A
SEA-85A,2327585,Arterial Asphalt and Concrete Programs,FHWA Countywide,Seattle,2004,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-85A
SEA-86,350000,Bike Spot Program,FHWA Countywide,Seattle,1999,STP(U),King Countywide Forum,Bicycle/Pedestrian,SEA-86
SEA-87,1000000,Enhanced Traffic Management Center,FHWA Countywide,Seattle,1995,CMAQ,King Countywide Forum,Safety & Efficiency,SEA-87
SEA-89,700000,Pedestrian Accessibility Program,FHWA Countywide,Seattle,1995,STP(U),King Countywide Forum,Bicycle/Pedestrian,SEA-89
SEA-89,794223,Pedestrian Accessibility Program,FHWA Countywide,Seattle,1999,STP(U),King Countywide Forum,Bicycle/Pedestrian,SEA-89
SEA-90,500000,South Lake Union Mercer Corridor Improvements,FHWA Countywide,Seattle,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-90
SEA-90,1000000,South Lake Union Mercer Corridor Improvements,FHWA Countywide,Seattle,2009,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SEA-90
SEA-90,1500000,South Lake Union Mercer Corridor Improvements,FHWA RPEC,Seattle,1995,STP(U),RPEC,"Preservation, Maintenance & Operations",SEA-90
SEA-90,8000000,South Lake Union Mercer Corridor Improvements,FHWA RPEC,Seattle,2009,STP(U),RPEC,"Preservation, Maintenance & Operations",SEA-90
SEA-91,319543,S Spokane St. Viaduct,FHWA RPEC,Seattle,2005,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SEA-91
SEA-91,2000000,S Spokane St. Viaduct,FHWA RPEC,Seattle,1997,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SEA-91
SEA-91,4500000,S Spokane St. Viaduct,FHWA RPEC,Seattle,2006,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SEA-91
SEA-91,5400000,S Spokane St. Viaduct,FHWA RPEC,Seattle,1995,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SEA-91
SEA-91,6680457,S Spokane St. Viaduct,FHWA RPEC,Seattle,2004,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SEA-91
SEA-92,1000000,Interurban Trail,FHWA RPEC,Seattle,1995,CMAQ,RPEC,Bicycle/Pedestrian,SEA-92
SEA-99,400000,Duwamish Trail Link,FHWA Countywide,Port of Seattle,2004,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SEA-99
SL-1,284042,Aurora Avenue North Multi-Modal Corridor Project (N. 145th Street to N. 205th Street),FHWA Countywide,Shoreline,1997,STP(U),King Countywide Forum,"Studies, TDM, Other",SL-1
SL-13,309740,"15th Avenue NE, NE 148th Street to South of NE 155th Street Preservation ",FHWA Countywide,Shoreline,2014,STP(UL),King Countywide Forum,"Preservation, Maintenance & Operations",SL-13
SL-14,555957,Bicycle Plan Implementation ,FHWA Countywide,Shoreline,2014,STP(UL),King Countywide Forum,Bicycle/Pedestrian,SL-14
SL-15,674560,"Meridian Avenue N, N 190th Street to N 205th Street Preservation ",FHWA Countywide,Shoreline,2014,STP(UL),King Countywide Forum,"Preservation, Maintenance & Operations",SL-15
SL-16,4235000,"State Route 523 (N/NE 145th Street), Aurora Avenue N to I-5 ",FHWA Countywide,Shoreline,2014,STP(UL),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SL-16
SL-1A,28451,Aurora Avenue North Multi-Modal Corridor Project (N 145th St to N 165th St),FHWA Countywide,Shoreline,2005,STP(N),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SL-1A
SL-1A,71606,Aurora Avenue North Multi-Modal Corridor Project (N 145th St to N 165th St),FHWA Countywide,Shoreline,2002,STP(N),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SL-1A
SL-1A,1500000,Aurora Avenue North Multi-Modal Corridor Project (N 145th St to N 165th St),FHWA RPEC,Shoreline,1999,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SL-1A
SL-1B,525361,Aurora Avenue N Multi-Modal Corridor Project (N 165th St to N 185th Street),FHWA Countywide,Shoreline,2004,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SL-1B
SL-1B,3600000,Aurora Avenue N Multi-Modal Corridor Project (N 165th St to N 185th Street),FHWA Countywide,Shoreline,2006,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SL-1B
SL-1E,5528189,Aurora Avenue North Multi-Modal Corridor Project (N 185th St to N 192nd St),FHWA Countywide,Shoreline,2009,CMAQ,King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SL-1E
SL-1F,1971811,Aurora Avenue North Multi-Modal Corridor Project (N 192nd St - N 205th St),FHWA RPEC,Shoreline,2010,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SL-1F
SL-1F,3411665,Aurora Avenue North Multi-Modal Corridor Project (N 192nd St - N 205th St),FHWA RPEC,Shoreline,2012,CMAQ,RPEC,General Purpose & High Occupancy Vehicle Capacity,SL-1F
SL-3,524280,"Interurban Trail (North Segment), N 192nd St to N 205th St",FHWA Countywide,Shoreline,1999,STP(U),King Countywide Forum,Bicycle/Pedestrian,SL-3
SL-3,1200000,"Interurban Trail (North Segment), N 192nd St to N 205th St",FHWA RPEC,Shoreline,1999,CMAQ,RPEC,Bicycle/Pedestrian,SL-3
SL-5,334992,Shoreline Interurban Trail Crossing (SR-99 and N. 155th),FHWA Countywide,Shoreline,2002,STP(U),King Countywide Forum,Bicycle/Pedestrian,SL-5
SL-5,412000,Shoreline Interurban Trail Crossing (SR-99 and N. 155th),FHWA Countywide,Shoreline,2004,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SL-5
SL-5,666060,Shoreline Interurban Trail Crossing (SR-99 and N. 155th),FHWA Countywide,Shoreline,2002,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SL-5
SL-7,246054,"Westminster Way N Overlay Preservation, N 145th Street to Aurora Avenue N",FHWA Countywide,Shoreline,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SL-7
SL-8,190229,"N 175th Street Overlay Preservation, Midvale Ave N to I-5 ",FHWA Countywide,Shoreline,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SL-8
SL-9,371950,"Shoreline Interurban Trail/Burke Gilman Connection - 195th St Trail, 1st Ave NE-5th Ave NE",FHWA Countywide,Shoreline,2012,CMAQ,King Countywide Forum,Bicycle/Pedestrian,SL-9
SN-2,137000,2nd Street Rehabilitation Phase II,FHWA Countywide,Snohomish,1995,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SN-2
SNH-1,30000,Second Street Rehabilitation-Ave. D to E. City Lim.,FHWA Countywide,Snohomish,1994,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNH-1
SNH-1,267000,Second Street Rehabilitation-Ave. D to E. City Lim.,FHWA Countywide,Snohomish,1993,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNH-1
SNH-2,50000,"Intersection improvements for 2nd Street @ Avenue ""D""",FHWA Countywide,Snohomish,1999,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNH-2
SNH-3,625000,Design and Construction of the Snohomish Riverfront Trail Phase I,FHWA RPEC,Snohomish,1999,CMAQ,RPEC,Bicycle/Pedestrian,SNH-3
SNH-5,450000,Centennial Trail (Southern terminus of existing Centennial Trail to southern City Limits),FHWA Countywide,Snohomish,2002,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,SNH-5
SNH-8,1064000,15th Street and Avenue D Roundabout,FHWA Countywide,Snohomish,2012,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNH-8
SNH-9,296000,2nd Street Overlay,FHWA Countywide,Snohomish,2012,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNH-9
SNO-22,350000,Maple Avenue Overlay ,FHWA Countywide,Snohomish,2014,STP(US),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNO-22
SNOCO-100,247776,Jordan Road Overlay (143rd Avenue NE to Arlington Heights Road),FHWA Countywide,Snohomish County,1999,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-100
SNOCO-101,400000,148th Street SW (52nd Ave W to 35th Ave W),FHWA Countywide,Snohomish County,1999,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-101
SNOCO-101,400000,148th Street SW (52nd Ave W to 35th Ave W),FHWA Countywide,Snohomish County,2003,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-101
SNOCO-102,650000,Snohomish Countywide ITS Enhancement; Phase I,FHWA Countywide,Snohomish County,2004,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-102
SNOCO-103,32516,51st Avenue NE (Shoultes) / 122nd Place NE,FHWA Countywide,Snohomish County,2005,STP(N),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-103
SNOCO-103,343250,51st Avenue NE (Shoultes) / 122nd Place NE,FHWA Countywide,Snohomish County,2004,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-103
SNOCO-103,1000000,51st Avenue NE (Shoultes) / 122nd Place NE,FHWA Countywide,Snohomish County,2006,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-103
SNOCO-110,550000,Corridor TDM Strategies for 164th St SE/SW;128th SW/Airport Rd; 20th St SE,FHWA Countywide,Snohomish County,2009,CMAQ,Snohomish Countywide Forum,"Studies, TDM, Other",SNOCO-110
SNOCO-123,3225000,North Road (SR 524 - 164th Street SW),FHWA Countywide,Snohomish County,2012,STP(U),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SNOCO-123
SNOCO-124,540953,North Creek Regional Trail,FHWA Countywide,Snohomish County,2012,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-124
SNOCO-125,752550,Corridor TDM Regional Partnership,FHWA RPEC,Snohomish County,2012,CMAQ,RPEC,"Studies, TDM, Other",SNOCO-125
SNOCO-126,676000,164th St SW Preservation (Motor Place Vicinity to Mill Creek City Limits),FHWA Countywide,Snohomish County,2012,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-126
SNOCO-127,5500000,52nd Avenue W: Lynnwood C/L to 148th St. SW,FHWA RPEC,Snohomish County,2012,STP(U),RPEC,Safety & Efficiency,SNOCO-127
SNOCO-128,4000000,Seattle Hill Road ,FHWA Countywide,Snohomish County,2014,STP(UL),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-128
SNOCO-130,1730000,Adaptive Signal Control System ,FHWA RPEC,Snohomish County,2014,STP(UL),RPEC,Safety & Efficiency,SNOCO-130
SNOCO-131,865000,Centennial Trail South: King County to Snohomish (Eastside BNSF Trail) ,FHWA Countywide,Snohomish County,2014,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-131
SNOCO-132,445211,Snohomish County Rural Roads Preservation ,FHWA Countywide,Snohomish County,2014,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-132
SNOCO-15,200000,Lowell-Snohomish River Road Nonmotorized Trail,FHWA Countywide,Snohomish County,1999,STP(U),Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-15
SNOCO-15,1119830,Lowell-Snohomish River Road Nonmotorized Trail,FHWA Countywide,Snohomish County,2006,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-15
SNOCO-16,400000,Arlington-Darrington Rail Line Abandon/Acquisition,FHWA Countywide,Snohomish County,1993,STP(U),Snohomish Countywide Forum,"Studies, TDM, Other",SNOCO-16
SNOCO-20,65000,Demonstrations of Innovative Measures by Employers,FHWA Countywide,Snohomish County,1993,CMAQ,Snohomish Countywide Forum,"Studies, TDM, Other",SNOCO-20
SNOCO-25,150000,Ash Way Realignment at 164th Street SW,FHWA Countywide,Snohomish County,1993,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-25
SNOCO-28,496000,Airport Road HOV Lanes:SR-526 to SR-99,FHWA Countywide,Snohomish County,1993,CMAQ,Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SNOCO-28
SNOCO-28,1000000,Airport Road HOV Lanes:SR-526 to SR-99,FHWA RPEC,Snohomish County,1995,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SNOCO-28
SNOCO-33,245000,County-Wide Mapping Program (GIS),FHWA Countywide,Snohomish County,1993,STP(U),Snohomish Countywide Forum,"Studies, TDM, Other",SNOCO-33
SNOCO-35,1500000,Pedestrian Walkways,FHWA Countywide,Snohomish County,1993,STP(U),Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-35
SNOCO-37,586000,"35th Avenue SE, from 116th to 132nd",FHWA Countywide,Snohomish County,1993,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SNOCO-37
SNOCO-40,199700,"Structural Pavement Overlay, Arterial Roadways",FHWA Countywide,Snohomish County,1994,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-40
SNOCO-40,680000,"Structural Pavement Overlay, Arterial Roadways",FHWA Countywide,Snohomish County,1993,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-40
SNOCO-41,1284000,Interurban Trail:  Maple Road and Bridge,FHWA Countywide,Snohomish County,1993,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-41
SNOCO-43,183000,Road Characteristics Inventory,FHWA Countywide,Snohomish County,1993,STP(U),Snohomish Countywide Forum,"Studies, TDM, Other",SNOCO-43
SNOCO-5,820000,Centennial Trail Underpass at SR-92,FHWA Countywide,Snohomish County,1993,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-5
SNOCO-78,500000,Paine Field Boulevard,FHWA RPEC,Snohomish County,1995,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,SNOCO-78
SNOCO-79,30087,Interurban Trail Overcrossing at 124th St. SE & Interconnecting Bicycle Facilities,FHWA Countywide,Snohomish County,2002,STP(N),Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-79
SNOCO-79,450000,Interurban Trail Overcrossing at 124th St. SE & Interconnecting Bicycle Facilities,FHWA Countywide,Snohomish County,1999,STP(U),Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-79
SNOCO-79,625000,Interurban Trail Overcrossing at 124th St. SE & Interconnecting Bicycle Facilities,FHWA RPEC,Snohomish County,1995,CMAQ,RPEC,Bicycle/Pedestrian,SNOCO-79
SNOCO-80,1500000,164th St SE/SW:  Ash Way to Mill Creek,FHWA Countywide,Snohomish County,1995,STP(U),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SNOCO-80
SNOCO-81,139000,Urban Overlays,FHWA Countywide,Snohomish County,1995,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-81
SNOCO-82,410000,Rural Overlays,FHWA Countywide,Snohomish County,1995,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-82
SNOCO-89,300000,Marine Drive Overlay,FHWA Countywide,Snohomish County,1997,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SNOCO-89
SNOCO-91,317000,Construction of Holly Drive Pedestrian/Bicycle Improvements,FHWA Countywide,Snohomish County,1997,CMAQ,Snohomish Countywide Forum,Safety & Efficiency,SNOCO-91
SNOCO-91A,173900,Construction of Holly Drive Pedestrian/Bicycle Improvements,FHWA Countywide,Everett,2002,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,SNOCO-91A
SNOCO-97A,700000,196th St SW / Filbert Rd / (SR-524) Phase 1A,FHWA Countywide,Bothell,2004,STP(U),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SNOCO-97A
SNOCO-98,250000,Snohomish Corridor Action Plan (SnoCAP),FHWA Countywide,Snohomish County,1999,STP(U),Snohomish Countywide Forum,"Studies, TDM, Other",SNOCO-98
SNQ-1,6499,Pedestrian Equestrian River Crossing / SR-202 Snoqualmie River Crossing,FHWA Countywide,Snoqualmie,2002,STP(R),King Countywide Forum,Bicycle/Pedestrian,SNQ-1
SNQ-1,100000,Pedestrian Equestrian River Crossing / SR-202 Snoqualmie River Crossing,FHWA Countywide,Snoqualmie,1999,STP(R),King Countywide Forum,Bicycle/Pedestrian,SNQ-1
SNQ-2,188333,Railroad Avenue SR 202 Corridor Plan,FHWA Countywide,Snoqualmie,1999,STP(U),King Countywide Forum,"Studies, TDM, Other",SNQ-2
SNQ-4,150000,Meadowbrook Way SE Overlay,FHWA Countywide,Snoqualmie,2009,STP(R),King Countywide Forum,"Preservation, Maintenance & Operations",SNQ-4
SNQ-6,310000,Snoqualmie Parkway Intersection Improvements ,FHWA Countywide,Snoqualmie,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",SNQ-6
SQU-2,50000,"George Lane Intersection, left turn pocket lane, Highway 305 (Suquamish Segment)",FHWA Countywide,Suquamish Tribe,1997,STP(U),Kitsap Countywide Forum,Safety & Efficiency,SQU-2
SQU-2,50000,"George Lane Intersection, left turn pocket lane, Highway 305 (Suquamish Segment)",FHWA Countywide,Suquamish Tribe,1999,STP(R),Kitsap Countywide Forum,Safety & Efficiency,SQU-2
ST-1,176000,International Boulevard Phase II,FHWA Countywide,SeaTac,1993,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,ST-1
ST-10A,1000000,International Blvd Phase III,FHWA RPEC,SeaTac,1999,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,ST-10A
ST-10a,1717000,International Blvd Phase III,FHWA RPEC,SeaTac,1995,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,ST-10A
ST-15,235000,South 170th Street Project (International Boulevard to 37th Avenue South),FHWA Countywide,SeaTac,1997,STP(U),King Countywide Forum,Safety & Efficiency,ST-15
ST-18,21072,Military Road South Project,FHWA Countywide,SeaTac,2002,STP(N),King Countywide Forum,Safety & Efficiency,ST-18
ST-18,36893,Military Road South Project,FHWA Countywide,SeaTac,2005,STP(N),King Countywide Forum,Safety & Efficiency,ST-18
ST-18,195749,Military Road South Project,FHWA Countywide,SeaTac,2002,STP(U),King Countywide Forum,Safety & Efficiency,ST-18
ST-18,354080,Military Road South Project,FHWA Countywide,SeaTac,1999,STP(U),King Countywide Forum,Safety & Efficiency,ST-18
ST-20,275000,West Side Trail,FHWA Countywide,SeaTac,2004,CMAQ,King Countywide Forum,Bicycle/Pedestrian,ST-20
ST-20,737000,West Side Trail,FHWA Countywide,SeaTac,2006,CMAQ,King Countywide Forum,Bicycle/Pedestrian,ST-20
ST-21,1500000,S 154th St Improvements (24th Ave S to 32nd Ave S),FHWA Countywide,SeaTac,2009,STP(U),King Countywide Forum,Safety & Efficiency,ST-21
ST-22,585000,"South 188th Street Overlay, (International Boulevard to 46th Avenue South)",FHWA Countywide,SeaTac,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",ST-22
STE-2,247000,Union Avenue Design,FHWA Countywide,Steilacoom,1993,STP(U),Pierce Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,STE-2
STE-2,247000,Union Avenue Design,FHWA Countywide,Steilacoom,1994,STP(U),Pierce Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,STE-2
STE-3,1764773,Union Avenue Reconstruction,FHWA Countywide,Steilacoom,1995,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",STE-3
STE-5,124000,Rainier and Puyallup Street Improvements,FHWA Countywide,Steilacoom,2004,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",STE-5
STE-7,220850,Lafayette St. Pavement Preservation,FHWA Countywide,Steilacoom,2012,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",STE-7
STE-8,630000,Steilacoom Blvd. SW: Puyallup St. to Phillips Rd. SW ,FHWA Countywide,Steilacoom,2014,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,STE-8
STE-9,555450,Union Avenue Pavement Preservation ,FHWA Countywide,Steilacoom,2014,STP(UL),Pierce Countywide Forum,"Preservation, Maintenance & Operations",STE-9
STN-11,140000,90th Avenue NW (SR532 to 271st Street NW) ,FHWA Countywide,Stanwood,2014,STP(US),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,STN-11
STN-3,133000,102nd Avenue NW Reconstruction,FHWA Countywide,Stanwood,1997,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",STN-3
STN-3,500000,102nd Avenue NW Reconstruction,FHWA Countywide,Stanwood,1993,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",STN-3
STN-5,125000,88th Avenue Reconstruction,FHWA Countywide,Stanwood,1995,STP(R),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",STN-5
STN-6,380750,SR-532 / 72nd Avenue Intersection Improvements,FHWA Countywide,Stanwood,2004,STP(R),Snohomish Countywide Forum,Safety & Efficiency,STN-6
STPF2623(001),17000,2nd St. Rehabilitation (SR-9 to East City Limit at Pilchuck River) (31SNO-01),FHWA Countywide,Snohomish,1992,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",STPF2623(001)
STPF999(136),20000,"Parking Policy Review (Of City Policies, as Required by State Commute Trip Reduction Law)",FHWA Countywide,Kirkland,1992,STP(U),King Countywide Forum,"Studies, TDM, Other",STPF999(136)
STPFM6566(008),124944,"Kitsap Way--Phase 3 (11th St to Marine Dr) (Fmr Limits, Corbet to Marine)",FHWA Countywide,Bremerton,1992,STP(U),Kitsap Countywide Forum,Safety & Efficiency,STPFM6566(008)
STPRF(xxx),200554,"Issaquah Hobart Rd., Stage 2 (Donlan to Cedar Grove Rd.)",FHWA Countywide,King County Department of Transportation (Road Services),1992,STP(R),King Countywide Forum,Safety & Efficiency,STPRF(XXX)
STPRK184(001),212168,West Kingston Road,FHWA Countywide,Kitsap County,2003,STP(U),Kitsap Countywide Forum,Safety & Efficiency,STPRK184(001)
STPU6609(xxx),194000,Bethel Ave SE/Bethel Rd SE (from Port Orchard Post Office to SE Lund Ave),FHWA Countywide,Kitsap County,1992,STP(U),Kitsap Countywide Forum,Safety & Efficiency,STPU6609(XXX)
